image,centroid,lf_hf
jiuzzhaigou_0.2m_UVA0567.tif,95.43778673683332,1.2493505062324366
jiuzzhaigou_0.2m_UVA4101.tif,92.76762686763028,1.3478331080942239
jiuzzhaigou_0.2m_UVA2974.tif,80.06780930644945,1.8302726177524375
jiuzzhaigou_0.2m_UVA1134.tif,88.81892208240735,1.4701160188613578
jiuzzhaigou_0.2m_UVA4789.tif,99.2998598212787,1.1928942594852505
jiuzzhaigou_0.2m_UVA5267.tif,104.20521206208973,1.0456309652133429
jiuzzhaigou_0.2m_UVA1031.tif,85.4493046976865,1.6347308066358728
jiuzzhaigou_0.2m_UVA5916.tif,92.43783862149665,1.366639737865103
jiuzzhaigou_0.2m_UVA1742.tif,92.95621551555047,1.4168774394752657
jiuzzhaigou_0.2m_UVA3127.tif,91.96665231344682,1.4787521443824694
jiuzzhaigou_0.2m_UVA4043.tif,93.79905861441821,1.3619032130069513
jiuzzhaigou_0.2m_UVA5370.tif,86.80811999431685,1.5422286795097822
jiuzzhaigou_0.2m_UVA4970.tif,91.04622812770552,1.4688803983040117
jiuzzhaigou_0.2m_UVA3982.tif,89.75840294519656,1.4373729212472466
jiuzzhaigou_0.2m_UVA4335.tif,91.33733810442213,1.4508183200021787
jiuzzhaigou_0.2m_UVA3835.tif,85.24413837064392,1.6008304780767473
jiuzzhaigou_0.2m_UVA5123.tif,92.26728811228251,1.4495758097924925
jiuzzhaigou_0.2m_UVA5251.tif,91.01694451024667,1.4166753147424702
jiuzzhaigou_0.2m_UVA1630.tif,86.63211438868343,1.4860177727253818
jiuzzhaigou_0.2m_UVA2158.tif,96.03907940559819,1.2525516502585168
jiuzzhaigou_0.2m_UVA5575.tif,92.61789896379176,1.3612198285777526
jiuzzhaigou_0.2m_UVA5405.tif,96.6093440164542,1.2302929926517434
jiuzzhaigou_0.2m_UVA4175.tif,85.34198999327171,1.6913672773926662
jiuzzhaigou_0.2m_UVA3153.tif,90.4775343822528,1.4872157050732695
jiuzzhaigou_0.2m_UVA5905.tif,87.79320746014454,1.469394112746129
jiuzzhaigou_0.2m_UVA4090.tif,92.35073773563501,1.280867591519913
jiuzzhaigou_0.2m_UVA4533.tif,85.36528902429332,1.5801440252303147
jiuzzhaigou_0.2m_UVA4886.tif,99.42633316873102,1.1950275850692091
jiuzzhaigou_0.2m_UVA4416.tif,91.40071818032462,1.4010826206262155
jiuzzhaigou_0.2m_UVA5585.tif,88.9542329232135,1.5659183703737787
